"","value","id","keyword"
33610,1,"2019-08-14_191","離開"
33618,3,"2019-08-14_191","之四"
33619,1,"2019-08-14_191","報案"
33625,4,"2019-08-14_191","地面"
33631,4,"2019-08-14_191","出具"
33639,1,"2019-08-14_191","佐證"
33643,1,"2019-08-14_191","交訴"
33644,2,"2019-08-14_191","而經"
33648,1,"2019-08-14_191","中央"
33651,1,"2019-08-14_191","未經"
33661,1,"2019-08-14_191","出來"
33662,4,"2019-08-14_191","十二月"
33667,2,"2019-08-14_191","包括"
33669,2,"2019-08-14_191","地痕"
33681,3,"2019-08-14_191","瑕疵"
33685,1,"2019-08-14_191","堪認"
33687,2,"2019-08-14_191","十一月"
33689,3,"2019-08-14_191","真實"
33690,1,"2019-08-14_191","時即"
33695,2,"2019-08-14_191","始得"
33697,1,"2019-08-14_191","合於"
33700,3,"2019-08-14_191","證詞"
33707,1,"2019-08-14_191","應該"
33709,2,"2019-08-14_191","第一款"
33711,6,"2019-08-14_191","懷疑"
33727,2,"2019-08-14_191","二條"
33738,1,"2019-08-14_191","松山"
33744,3,"2019-08-14_191","上字"
33745,2,"2019-08-14_191","查無"
33748,5,"2019-08-14_191","至於"
33749,1,"2019-08-14_191","設有"
33750,2,"2019-08-14_191","顯然"
33751,1,"2019-08-14_191","視為"
33753,2,"2019-08-14_191","取得"
33782,1,"2019-08-14_191","當天"
33785,1,"2019-08-14_191","主動"
33787,2,"2019-08-14_191","無從"
33790,1,"2019-08-14_191","所謂"
33791,1,"2019-08-14_191","方式"
33796,1,"2019-08-14_191","相關"
33800,2,"2019-08-14_191","業已"
33804,2,"2019-08-14_191","無論"
33813,4,"2019-08-14_191","勘驗"
33815,1,"2019-08-14_191","所有"
33819,1,"2019-08-14_191","過程"
33821,2,"2019-08-14_191","追撞"
33823,1,"2019-08-14_191","左前"
33828,3,"2019-08-14_191","存在"
33830,2,"2019-08-14_191","可資"
33834,2,"2019-08-14_191","撕裂"
33841,1,"2019-08-14_191","一千元"
33846,1,"2019-08-14_191","基於"
33848,2,"2019-08-14_191","工作"
33850,1,"2019-08-14_191","審判長"
33854,2,"2019-08-14_191","確實"
33862,2,"2019-08-14_191","知道"
33865,1,"2019-08-14_191","醫師"
33866,3,"2019-08-14_191","三號"
33868,3,"2019-08-14_191","明顯"
33871,1,"2019-08-14_191","予以"
33872,1,"2019-08-14_191","代理人"
33873,1,"2019-08-14_191","關於"
33875,6,"2019-08-14_191","不可"
33877,1,"2019-08-14_191","事後"
33880,1,"2019-08-14_191","雙方"
33882,4,"2019-08-14_191","違法"
33886,1,"2019-08-14_191","揭時"
33887,1,"2019-08-14_191","路上"
33890,3,"2019-08-14_191","路人"
33894,1,"2019-08-14_191","七月"
33895,1,"2019-08-14_191","處罰"
33897,2,"2019-08-14_191","六號"
33900,1,"2019-08-14_191","證述"
33901,8,"2019-08-14_191","無證據"
33906,2,"2019-08-14_191","可稽見"
33908,4,"2019-08-14_191","證稱"
33915,2,"2019-08-14_191","感覺"
33918,4,"2019-08-14_191","積極"
33920,1,"2019-08-14_191","報請"
33931,2,"2019-08-14_191","判例"
33932,1,"2019-08-14_191","下稱"
33936,1,"2019-08-14_191","綜上所述"
33945,2,"2019-08-14_191","從而"
33946,2,"2019-08-14_191","不符"
33949,2,"2019-08-14_191","該車"
33951,1,"2019-08-14_191","顯有"
33957,9,"2019-08-14_191","右前"
33959,1,"2019-08-14_191","前項"
33966,4,"2019-08-14_191","四百五十"
33974,4,"2019-08-14_191","初步"
33976,6,"2019-08-14_191","依據"
33977,4,"2019-08-14_191","爭執"
33978,7,"2019-08-14_191","選任"
33985,2,"2019-08-14_191","之後"
33990,3,"2019-08-14_191","確有"
33994,2,"2019-08-14_191","直接"
33996,2,"2019-08-14_191","未能"
33997,1,"2019-08-14_191","所述"
33999,3,"2019-08-14_191","同法"
34005,1,"2019-08-14_191","內容"
34011,3,"2019-08-14_191","損害"
34014,1,"2019-08-14_191","行至"
34017,1,"2019-08-14_191","律師"
34023,3,"2019-08-14_191","並非"
34025,2,"2019-08-14_191","告知"
34030,9,"2019-08-14_191","具結"
34031,1,"2019-08-14_191","被訴"
34037,6,"2019-08-14_191","十五年"
34043,1,"2019-08-14_191","已經"
34044,1,"2019-08-14_191","尚未"
34046,2,"2019-08-14_191","表明"
34048,4,"2019-08-14_191","分析"
34052,1,"2019-08-14_191","迴轉"
34058,1,"2019-08-14_191","均須"
34061,1,"2019-08-14_191","有利於"
34062,1,"2019-08-14_191","偽造"
34066,1,"2019-08-14_191","訊問"
34072,6,"2019-08-14_191","傳聞"
34078,1,"2019-08-14_191","有利"
34080,1,"2019-08-14_191","智識"
34085,2,"2019-08-14_191","往西方"
34086,3,"2019-08-14_191","無罪"
34090,1,"2019-08-14_191","開車"
34092,7,"2019-08-14_191","偵訊"
34093,1,"2019-08-14_191","他造"
34098,3,"2019-08-14_191","作成"
34103,7,"2019-08-14_191","系爭"
34105,5,"2019-08-14_191","山區"
34109,9,"2019-08-14_191","一月"
34110,2,"2019-08-14_191","罪嫌"
34112,4,"2019-08-14_191","研判"
34113,1,"2019-08-14_191","狀態"
34114,16,"2019-08-14_191","公分"
34116,1,"2019-08-14_191","第八"
34117,1,"2019-08-14_191","自應"
34119,1,"2019-08-14_191","執照"
34120,3,"2019-08-14_191","供述"
34122,3,"2019-08-14_191","不宜"
34125,5,"2019-08-14_191","語見"
34129,2,"2019-08-14_191","通知"
34131,4,"2019-08-14_191","異議"
34132,4,"2019-08-14_191","聲明"
34133,1,"2019-08-14_191","敘明"
34139,3,"2019-08-14_191","有何"
34143,3,"2019-08-14_191","原因"
34144,1,"2019-08-14_191","改依"
34149,2,"2019-08-14_191","外側"
34151,1,"2019-08-14_191","同向"
34152,1,"2019-08-14_191","當庭"
34162,1,"2019-08-14_191","顯示"
34163,1,"2019-08-14_191","一紙"
34164,1,"2019-08-14_191","意見"
34165,1,"2019-08-14_191","所定"
34166,1,"2019-08-14_191","案發"
34168,2,"2019-08-14_191","多處"
34172,5,"2019-08-14_191","文書"
34173,2,"2019-08-14_191","具有"
34176,1,"2019-08-14_191","一本"
34177,2,"2019-08-14_191","最高法院"
34181,1,"2019-08-14_191","肇事者"
34182,5,"2019-08-14_191","書面"
34183,5,"2019-08-14_191","言詞"
34185,1,"2019-08-14_191","之上"
34187,1,"2019-08-14_191","引用"
34188,2,"2019-08-14_191","外傷"
34189,5,"2019-08-14_191","是否"
34197,1,"2019-08-14_191","義務"
34199,1,"2019-08-14_191","人應"
34200,6,"2019-08-14_191","計程車"
34204,1,"2019-08-14_191","變換"
34205,4,"2019-08-14_191","該處"
34206,2,"2019-08-14_191","採信"
34208,4,"2019-08-14_191","發現"
34209,1,"2019-08-14_191","有無"
34210,2,"2019-08-14_191","明確"
34211,2,"2019-08-14_191","否認"
34213,7,"2019-08-14_191","可能"
34214,3,"2019-08-14_191","同意"
34217,1,"2019-08-14_191","前開"
34220,9,"2019-08-14_191","位置"
34223,1,"2019-08-14_191","涉犯"
34224,13,"2019-08-14_191","第一百五十"
34225,2,"2019-08-14_191","調查"
34226,1,"2019-08-14_191","地點"
34228,2,"2019-08-14_191","經過"
34229,2,"2019-08-14_191","情節"
34231,9,"2019-08-14_191","辯護人"
34233,1,"2019-08-14_191","分隊"
34235,2,"2019-08-14_191","頭部"
34238,3,"2019-08-14_191","之前"
34240,9,"2019-08-14_191","以外"
34241,5,"2019-08-14_191","後方"
34244,9,"2019-08-14_191","製作"
34247,1,"2019-08-14_191","第四"
34248,4,"2019-08-14_191","報告"
34250,2,"2019-08-14_191","警察"
34251,1,"2019-08-14_191","公務員"
34257,13,"2019-08-14_191","九條"
34259,5,"2019-08-14_191","通常"
34261,1,"2019-08-14_191","略以"
34264,2,"2019-08-14_191","表示"
34266,4,"2019-08-14_191","車子"
34267,3,"2019-08-14_191","有罪"
34272,4,"2019-08-14_191","無法"
34274,3,"2019-08-14_191","公訴人"
34278,4,"2019-08-14_191","並未"
34279,5,"2019-08-14_191","作為"
34281,1,"2019-08-14_191","遵守"
34282,5,"2019-08-14_191","記載"
34283,1,"2019-08-14_191","法庭"
34285,7,"2019-08-14_191","警詢"
34286,1,"2019-08-14_191","第一百八"
34288,6,"2019-08-14_191","車身"
34289,2,"2019-08-14_191","並有"
34299,1,"2019-08-14_191","前往"
34300,1,"2019-08-14_191","談話"
34301,1,"2019-08-14_191","十五條"
34303,6,"2019-08-14_191","員警"
34308,1,"2019-08-14_191","公尺"
34309,1,"2019-08-14_191","因認"
34311,1,"2019-08-14_191","確定"
34312,1,"2019-08-14_191","應抄"
34313,3,"2019-08-14_191","適當"
34317,10,"2019-08-14_191","逃逸"
34318,2,"2019-08-14_191","此有"
34321,2,"2019-08-14_191","紅燈"
34323,1,"2019-08-14_191","附卷"
34324,8,"2019-08-14_191","看到"
34328,3,"2019-08-14_191","認為"
34329,2,"2019-08-14_191","相當"
34330,2,"2019-08-14_191","審判程序"
34332,9,"2019-08-14_191","偵卷"
34338,5,"2019-08-14_191","補充"
34340,3,"2019-08-14_191","辯稱"
34342,1,"2019-08-14_191","參照"
34343,1,"2019-08-14_191","致人"
34344,2,"2019-08-14_191","等語"
34346,2,"2019-08-14_191","擦傷"
34351,1,"2019-08-14_191","可稽"
34353,8,"2019-08-14_191","十七年"
34354,5,"2019-08-14_191","擦撞"
34357,4,"2019-08-14_191","距離"
34358,4,"2019-08-14_191","第二項"
34359,1,"2019-08-14_191","辯論"
34360,1,"2019-08-14_191","竟疏"
34363,3,"2019-08-14_191","聲請"
34366,5,"2019-08-14_191","準備"
34368,2,"2019-08-14_191","起訴"
34369,3,"2019-08-14_191","法院"
34370,1,"2019-08-14_191","公共危險"
34371,1,"2019-08-14_191","為準"
34373,7,"2019-08-14_191","情況"
34374,4,"2019-08-14_191","依法"
34380,2,"2019-08-14_191","說明"
34381,5,"2019-08-14_191","營業"
34383,3,"2019-08-14_191","適用"
34384,1,"2019-08-14_191","日期"
34387,5,"2019-08-14_191","當事人"
34391,1,"2019-08-14_191","警員"
34392,2,"2019-08-14_191","法律"
34393,1,"2019-08-14_191","相符"
34395,7,"2019-08-14_191","職務"
34396,1,"2019-08-14_191","具備"
34397,1,"2019-08-14_191","計算"
34398,7,"2019-08-14_191","右側"
34399,4,"2019-08-14_191","到庭"
34400,5,"2019-08-14_191","診斷"
34401,14,"2019-08-14_191","碰撞"
34402,8,"2019-08-14_191","造成"
34403,1,"2019-08-14_191","業務過失傷害"
34404,1,"2019-08-14_191","採取"
34406,5,"2019-08-14_191","證明書"
34407,1,"2019-08-14_191","措施"
34408,3,"2019-08-14_191","結果"
34409,2,"2019-08-14_191","接受"
34410,5,"2019-08-14_191","調查報告"
34411,1,"2019-08-14_191","路面"
34413,6,"2019-08-14_191","左側"
34414,4,"2019-08-14_191","受傷"
34416,1,"2019-08-14_191","路段"
34418,2,"2019-08-14_191","百零"
34420,4,"2019-08-14_191","所為"
34421,1,"2019-08-14_191","請求"
34422,1,"2019-08-14_191","隨時"
34423,3,"2019-08-14_191","法官"
34425,1,"2019-08-14_191","和解"
34429,7,"2019-08-14_191","撞擊"
34431,5,"2019-08-14_191","現場圖"
34435,4,"2019-08-14_191","九十六年"
34437,4,"2019-08-14_191","醫院"
34438,1,"2019-08-14_191","必要"
34440,8,"2019-08-14_191","審判"
34441,1,"2019-08-14_191","交通事故"
34442,5,"2019-08-14_191","不得"
34443,15,"2019-08-14_191","能力"
34445,2,"2019-08-14_191","受有"
34446,19,"2019-08-14_191","筆錄"
34447,1,"2019-08-14_191","事故"
34448,4,"2019-08-14_191","程度"
34449,2,"2019-08-14_191","從事"
34450,12,"2019-08-14_191","照片"
34452,4,"2019-08-14_191","部分"
34453,9,"2019-08-14_191","程序"
34454,4,"2019-08-14_191","駕車"
34455,5,"2019-08-14_191","處理"
34458,5,"2019-08-14_191","並無"
34459,2,"2019-08-14_191","重型"
34464,7,"2019-08-14_191","上開"
34466,1,"2019-08-14_191","四條"
34470,3,"2019-08-14_191","情事"
34472,6,"2019-08-14_191","處刑"
34476,1,"2019-08-14_191","二百八十"
34478,1,"2019-08-14_191","分局"
34479,3,"2019-08-14_191","犯行"
34481,11,"2019-08-14_191","倒地"
34482,1,"2019-08-14_191","安全"
34484,3,"2019-08-14_191","第三"
34485,5,"2019-08-14_191","小客車"
34486,7,"2019-08-14_191","行經"
34488,7,"2019-08-14_191","車牌號碼"
34489,10,"2019-08-14_191","之人"
34490,1,"2019-08-14_191","公訴"
34493,1,"2019-08-14_191","行車"
34495,22,"2019-08-14_191","陳述"
34496,1,"2019-08-14_191","行為"
34497,1,"2019-08-14_191","政府"
34498,1,"2019-08-14_191","警察局"
34499,5,"2019-08-14_191","交通"
34500,2,"2019-08-14_191","汽車"
34501,3,"2019-08-14_191","執行"
34502,10,"2019-08-14_191","現場"
34505,16,"2019-08-14_191","認定"
34506,2,"2019-08-14_191","狀況"
34508,20,"2019-08-14_191","審理"
34509,19,"2019-08-14_191","車禍"
34511,6,"2019-08-14_191","簡易"
34512,4,"2019-08-14_191","騎乘"
34514,19,"2019-08-14_191","道路交通事故"
34516,5,"2019-08-14_191","第一項"
34517,29,"2019-08-14_191","證人"
34518,11,"2019-08-14_191","偵查"
34519,2,"2019-08-14_191","業務"
34520,1,"2019-08-14_191","過失"
34521,23,"2019-08-14_191","車輛"
34522,18,"2019-08-14_191","發生"
34523,20,"2019-08-14_191","肇事"
34524,55,"2019-08-14_191","證據"
34548,1,"2019-08-14_190","犯本件"
34552,2,"2019-08-14_190","檢察"
34556,1,"2019-08-14_190","那時"
34591,1,"2019-08-14_190","認為並"
34594,1,"2019-08-14_190","第頁則"
34599,1,"2019-08-14_190","事理"
34632,1,"2019-08-14_190","實有"
34682,2,"2019-08-14_190","該地"
34725,1,"2019-08-14_190","又查"
34743,1,"2019-08-14_190","關閉"
34766,2,"2019-08-14_190","草圖"
34849,1,"2019-08-14_190","推認"
34881,1,"2019-08-14_190","再查"
34961,1,"2019-08-14_190","得知"
34972,1,"2019-08-14_190","車窗"
34980,1,"2019-08-14_190","張附卷"
35044,1,"2019-08-14_190","狡辯"
35047,1,"2019-08-14_190","第一次"
35049,1,"2019-08-14_190","移請"
35053,1,"2019-08-14_190","玻璃"
35124,2,"2019-08-14_190","測量"
35154,2,"2019-08-14_190","藍色"
35167,3,"2019-08-14_190","安康路"
35194,1,"2019-08-14_190","指證"
35232,1,"2019-08-14_190","調閱"
35234,1,"2019-08-14_190","詳且"
35237,1,"2019-08-14_190","不具"
35257,1,"2019-08-14_190","無據"
35264,2,"2019-08-14_190","下坡"
35307,1,"2019-08-14_190","碎片"
35324,1,"2019-08-14_190","全然"
35354,1,"2019-08-14_190","業如"
35384,1,"2019-08-14_190","縱有"
35394,2,"2019-08-14_190","依本"
35490,2,"2019-08-14_190","聽見"
35500,4,"2019-08-14_190","寬度"
35509,2,"2019-08-14_190","有沒有"
35514,1,"2019-08-14_190","頭與"
35518,1,"2019-08-14_190","不一"
35528,1,"2019-08-14_190","段號"
35592,2,"2019-08-14_190","根本"
35602,1,"2019-08-14_190","減得"
35604,2,"2019-08-14_190","察覺"
35629,1,"2019-08-14_190","偏右"
35638,1,"2019-08-14_190","所在"
35664,3,"2019-08-14_190","揭法"
35678,1,"2019-08-14_190","習慣"
35710,1,"2019-08-14_190","聲響"
35744,1,"2019-08-14_190","自難"
35752,1,"2019-08-14_190","遭到"
35765,1,"2019-08-14_190","學歷"
35824,1,"2019-08-14_190","北縣"
35854,1,"2019-08-14_190","月並"
35899,1,"2019-08-14_190","堅決"
35909,1,"2019-08-14_190","另有"
35927,1,"2019-08-14_190","因其"
35939,1,"2019-08-14_190","一核"
35954,1,"2019-08-14_190","楊盈茹中"
35976,1,"2019-08-14_190","刑及"
35988,1,"2019-08-14_190","函及"
36027,1,"2019-08-14_190","車體"
36029,2,"2019-08-14_190","查字"
36044,1,"2019-08-14_190","觀諸"
36054,1,"2019-08-14_190","晏如上"
36070,1,"2019-08-14_190","外得"
36081,1,"2019-08-14_190","拍照"
36103,1,"2019-08-14_190","推定"
36114,1,"2019-08-14_190","除顯"
36136,1,"2019-08-14_190","據此"
36140,2,"2019-08-14_190","亦可"
36147,1,"2019-08-14_190","可信"
36148,1,"2019-08-14_190","可疑"
36158,2,"2019-08-14_190","先前"
36184,1,"2019-08-14_190","追查"
36256,1,"2019-08-14_190","行洵"
36261,3,"2019-08-14_190","胸壁"
36340,1,"2019-08-14_190","已堪"
36348,1,"2019-08-14_190","著有"
36349,1,"2019-08-14_190","張在"
36368,1,"2019-08-14_190","亦經"
36371,1,"2019-08-14_190","表可"
36379,1,"2019-08-14_190","主觀"
36383,1,"2019-08-14_190","之右"
36388,1,"2019-08-14_190","罪責"
36406,1,"2019-08-14_190","飾詞"
36415,2,"2019-08-14_190","實難"
36427,1,"2019-08-14_190","時其"
36451,2,"2019-08-14_190","指出"
36482,1,"2019-08-14_190","惡性"
36484,1,"2019-08-14_190","中所為"
36486,2,"2019-08-14_190","撞倒"
36514,3,"2019-08-14_190","五七"
36518,1,"2019-08-14_190","在於"
36546,1,"2019-08-14_190","擔任"
36551,1,"2019-08-14_190","之處"
36562,1,"2019-08-14_190","始終"
36572,2,"2019-08-14_190","還是"
36573,1,"2019-08-14_190","此時"
36579,1,"2019-08-14_190","經核"
36586,2,"2019-08-14_190","案發後"
36596,2,"2019-08-14_190","紅色"
36622,2,"2019-08-14_190","標示"
36641,1,"2019-08-14_190","考見"
36670,1,"2019-08-14_190","作證"
36679,1,"2019-08-14_190","救助"
36695,1,"2019-08-14_190","兩側"
36697,1,"2019-08-14_190","東向西"
36714,1,"2019-08-14_190","不佳"
36718,1,"2019-08-14_190","鑑定人"
36719,2,"2019-08-14_190","摩托車"
36730,1,"2019-08-14_190","駛離"
36735,2,"2019-08-14_190","迄未"
36738,1,"2019-08-14_190","不會"
36739,1,"2019-08-14_190","倘其"
36741,1,"2019-08-14_190","此一"
36744,1,"2019-08-14_190","中向"
36756,1,"2019-08-14_190","循線"
36757,1,"2019-08-14_190","可能性"
36766,1,"2019-08-14_190","疑似"
36782,2,"2019-08-14_190","一再"
36794,1,"2019-08-14_190","最重"
36812,1,"2019-08-14_190","繪製"
36830,3,"2019-08-14_190","照鏡"
36831,1,"2019-08-14_190","採為"
36847,1,"2019-08-14_190","依其"
36857,2,"2019-08-14_190","留下"
36859,1,"2019-08-14_190","無疑"
36881,2,"2019-08-14_190","指述"
36884,1,"2019-08-14_190","靠近"
36886,1,"2019-08-14_190","要旨"
36891,1,"2019-08-14_190","證言"
36894,3,"2019-08-14_190","卷二"
36902,1,"2019-08-14_190","時因"
36920,2,"2019-08-14_190","地上"
36925,3,"2019-08-14_190","司法"
36957,1,"2019-08-14_190","急診"
36960,3,"2019-08-14_190","監視"
36968,1,"2019-08-14_190","致生"
36977,1,"2019-08-14_190","尚非"
36994,1,"2019-08-14_190","部位"
37002,1,"2019-08-14_190","無不"
37025,1,"2019-08-14_190","中證"
37047,1,"2019-08-14_190","本刑"
37051,3,"2019-08-14_190","時有"
37070,1,"2019-08-14_190","察看"
37078,2,"2019-08-14_190","很快"
37096,1,"2019-08-14_190","期日"
37100,1,"2019-08-14_190","之甲"
37102,3,"2019-08-14_190","肇事逃逸罪"
37104,2,"2019-08-14_190","後視鏡"
37105,1,"2019-08-14_190","不致"
37114,1,"2019-08-14_190","檢查"
37117,1,"2019-08-14_190","亦非"
37124,2,"2019-08-14_190","合理"
37129,2,"2019-08-14_190","記憶"
37139,1,"2019-08-14_190","一聲"
37148,3,"2019-08-14_190","指稱"
37153,2,"2019-08-14_190","可見"
37156,1,"2019-08-14_190","人均"
37173,1,"2019-08-14_190","無非"
37191,3,"2019-08-14_190","錄影"
37195,1,"2019-08-14_190","大致"
37196,2,"2019-08-14_190","聲音"
37205,1,"2019-08-14_190","清晰"
37214,1,"2019-08-14_190","減其"
37220,3,"2019-08-14_190","跌倒"
37227,1,"2019-08-14_190","刑事責任"
37229,1,"2019-08-14_190","排除"
37249,1,"2019-08-14_190","應為"
37253,3,"2019-08-14_190","高度"
37254,1,"2019-08-14_190","與其"
37261,1,"2019-08-14_190","非輕"
37263,1,"2019-08-14_190","致使"
37268,1,"2019-08-14_190","各項"
37276,1,"2019-08-14_190","刑期"
37283,2,"2019-08-14_190","惟查"
37284,1,"2019-08-14_190","同方向"
37289,1,"2019-08-14_190","時候"
37292,1,"2019-08-14_190","應有"
37295,3,"2019-08-14_190","鎖骨"
37296,1,"2019-08-14_190","相同"
37304,3,"2019-08-14_190","加速"
37320,1,"2019-08-14_190","竟未"
37325,1,"2019-08-14_190","指訴"
37326,1,"2019-08-14_190","光碟"
37327,1,"2019-08-14_190","金額"
37335,1,"2019-08-14_190","前行"
37338,1,"2019-08-14_190","完全"
37347,1,"2019-08-14_190","隨即"
37350,1,"2019-08-14_190","耕莘醫院"
37351,1,"2019-08-14_190","犯意"
37362,2,"2019-08-14_190","有限公司"
37377,2,"2019-08-14_190","看見"
37396,1,"2019-08-14_190","有所"
37400,4,"2019-08-14_190","痕跡"
37418,2,"2019-08-14_190","參見"
37423,1,"2019-08-14_190","聽到"
37424,2,"2019-08-14_190","確信"
37426,1,"2019-08-14_190","可證"
37430,3,"2019-08-14_190","閉鎖"
37431,2,"2019-08-14_190","上情"
37442,1,"2019-08-14_190","肆月"
37451,1,"2019-08-14_190","致乙"
37460,3,"2019-08-14_190","肋骨"
37462,2,"2019-08-14_190","前面"
37466,1,"2019-08-14_190","表附卷"
37468,4,"2019-08-14_190","隔並"
37472,1,"2019-08-14_190","所犯"
37473,1,"2019-08-14_190","手段"
37475,2,"2019-08-14_190","佐證"
37479,1,"2019-08-14_190","交訴"
37481,5,"2019-08-14_190","對方"
37485,1,"2019-08-14_190","過來"
37486,1,"2019-08-14_190","駕駛座"
37487,2,"2019-08-14_190","未經"
37492,2,"2019-08-14_190","所指"
37500,1,"2019-08-14_190","參以"
37510,1,"2019-08-14_190","以示"
37514,1,"2019-08-14_190","公共危險罪"
37516,1,"2019-08-14_190","平日"
37520,3,"2019-08-14_190","左手"
37525,1,"2019-08-14_190","真實"
37526,2,"2019-08-14_190","時即"
37531,1,"2019-08-14_190","始得"
37547,2,"2019-08-14_190","懷疑"
37549,3,"2019-08-14_190","間隔"
37552,1,"2019-08-14_190","之犯"
37562,1,"2019-08-14_190","附此"
37565,1,"2019-08-14_190","供稱"
37568,1,"2019-08-14_190","涉有"
37569,6,"2019-08-14_190","車尾"
37573,2,"2019-08-14_190","附近"
37594,1,"2019-08-14_190","同時"
37598,1,"2019-08-14_190","疏未"
37606,3,"2019-08-14_190","右方"
37608,1,"2019-08-14_190","右後方"
37609,1,"2019-08-14_190","往前"
37612,1,"2019-08-14_190","情有"
37613,1,"2019-08-14_190","綜上"
37615,2,"2019-08-14_190","項定"
37618,1,"2019-08-14_190","當天"
37623,1,"2019-08-14_190","無從"
37629,1,"2019-08-14_190","超過"
37642,1,"2019-08-14_190","事發"
37645,1,"2019-08-14_190","視線"
37649,1,"2019-08-14_190","勘驗"
37651,1,"2019-08-14_190","所有"
37652,1,"2019-08-14_190","依上"
37658,1,"2019-08-14_190","方法"
37661,2,"2019-08-14_190","畫面"
37662,1,"2019-08-14_190","二案經"
37663,2,"2019-08-14_190","綜合"
37664,1,"2019-08-14_190","存在"
37666,1,"2019-08-14_190","可資"
37679,2,"2019-08-14_190","下列"
37684,1,"2019-08-14_190","工作"
37686,1,"2019-08-14_190","審判長"
37692,1,"2019-08-14_190","可知"
37698,5,"2019-08-14_190","知道"
37701,1,"2019-08-14_190","醫師"
37703,2,"2019-08-14_190","矢口否認"
37704,1,"2019-08-14_190","明顯"
37707,1,"2019-08-14_190","予以"
37711,2,"2019-08-14_190","不可"
37715,4,"2019-08-14_190","條規"
37717,1,"2019-08-14_190","等情"
37721,1,"2019-08-14_190","臺上"
37736,1,"2019-08-14_190","證述"
37737,2,"2019-08-14_190","無證據"
37738,28,"2019-08-14_190","貨車"
37739,1,"2019-08-14_190","經警"
37742,1,"2019-08-14_190","可稽見"
37743,1,"2019-08-14_190","達到"
37745,1,"2019-08-14_190","訴訟"
37747,1,"2019-08-14_190","不足"
37751,2,"2019-08-14_190","感覺"
37754,1,"2019-08-14_190","積極"
37767,1,"2019-08-14_190","判例"
37777,4,"2019-08-14_190","諸前"
37778,1,"2019-08-14_190","判斷"
37780,1,"2019-08-14_190","公司"
37781,1,"2019-08-14_190","從而"
37782,2,"2019-08-14_190","不符"
37785,1,"2019-08-14_190","該車"
37788,2,"2019-08-14_190","左右"
37803,1,"2019-08-14_190","本應"
37806,1,"2019-08-14_190","前後"
37807,2,"2019-08-14_190","查獲"
37811,2,"2019-08-14_190","故意"
37812,1,"2019-08-14_190","依據"
37813,2,"2019-08-14_190","爭執"
37814,2,"2019-08-14_190","選任"
37821,1,"2019-08-14_190","之後"
37826,1,"2019-08-14_190","確有"
37836,3,"2019-08-14_190","減為"
37841,1,"2019-08-14_190","內容"
37842,2,"2019-08-14_190","騎車"
37847,1,"2019-08-14_190","損害"
37853,1,"2019-08-14_190","律師"
37856,1,"2019-08-14_190","之行"
37857,1,"2019-08-14_190","報警"
37859,1,"2019-08-14_190","並非"
37860,6,"2019-08-14_190","之間"
37866,5,"2019-08-14_190","具結"
37867,1,"2019-08-14_190","被訴"
37870,4,"2019-08-14_190","開時"
37871,1,"2019-08-14_190","公布"
37877,1,"2019-08-14_190","逕行"
37880,1,"2019-08-14_190","尚未"
37889,1,"2019-08-14_190","甚明"
37900,6,"2019-08-14_190","新店市"
37901,1,"2019-08-14_190","突然"
37907,1,"2019-08-14_190","堪以"
37916,1,"2019-08-14_190","智識"
37921,1,"2019-08-14_190","往西方"
37922,4,"2019-08-14_190","無罪"
37928,2,"2019-08-14_190","偵訊"
37934,1,"2019-08-14_190","作成"
37938,2,"2019-08-14_190","科刑"
37943,1,"2019-08-14_190","其為"
37950,1,"2019-08-14_190","公分"
37951,1,"2019-08-14_190","業經"
37953,1,"2019-08-14_190","自應"
37954,2,"2019-08-14_190","導致"
37960,1,"2019-08-14_190","素行"
37961,1,"2019-08-14_190","語見"
37965,1,"2019-08-14_190","通知"
37975,5,"2019-08-14_190","有何"
37977,3,"2019-08-14_190","明知"
37979,1,"2019-08-14_190","原因"
37983,1,"2019-08-14_190","應予"
37984,1,"2019-08-14_190","人處"
37986,1,"2019-08-14_190","速度"
37990,2,"2019-08-14_190","傷勢"
37994,1,"2019-08-14_190","觀察"
38000,1,"2019-08-14_190","意見"
38002,3,"2019-08-14_190","案發"
38009,2,"2019-08-14_190","具有"
38013,2,"2019-08-14_190","最高法院"
38015,3,"2019-08-14_190","反面"
38022,6,"2019-08-14_190","新店"
38025,3,"2019-08-14_190","是否"
38026,1,"2019-08-14_190","一甲"
38035,1,"2019-08-14_190","人應"
38037,4,"2019-08-14_190","第至頁"
38038,2,"2019-08-14_190","自然"
38039,1,"2019-08-14_190","到場"
38041,2,"2019-08-14_190","該處"
38042,3,"2019-08-14_190","採信"
38044,2,"2019-08-14_190","發現"
38045,1,"2019-08-14_190","有無"
38046,3,"2019-08-14_190","明確"
38047,2,"2019-08-14_190","否認"
38049,1,"2019-08-14_190","可能"
38050,1,"2019-08-14_190","同意"
38056,1,"2019-08-14_190","位置"
38058,4,"2019-08-14_190","罪犯"
38061,1,"2019-08-14_190","調查"
38064,2,"2019-08-14_190","經過"
38065,1,"2019-08-14_190","情節"
38067,4,"2019-08-14_190","辯護人"
38070,2,"2019-08-14_190","光線"
38073,2,"2019-08-14_190","日間"
38076,2,"2019-08-14_190","以外"
38077,1,"2019-08-14_190","後方"
38078,1,"2019-08-14_190","因果關係"
38082,1,"2019-08-14_190","前案"
38086,6,"2019-08-14_190","警察"
